time,open,high,low,close,vwap,volume,count,date,open_norm,close_norm,high_norm,low_norm,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_domain_0,feature_domain_1,feature_domain_2,feature_domain_3,feature_domain_4,feature_domain_5,feature_domain_6,feature_domain_7,feature_domain_8,feature_domain_9,feature_domain_10,feature_domain_11,feature_domain_12,feature_domain_13,feature_domain_14,feature_domain_15,feature_domain_16,feature_domain_17,feature_domain_18,feature_domain_19,feature_domain_20,feature_domain_21,feature_domain_22,feature_domain_23,feature_domain_24,feature_domain_25,feature_domain_26,feature_domain_27,feature_domain_28,feature_domain_29,feature_domain_30,feature_domain_31,feature_domain_32,feature_domain_33,feature_domain_34,feature_domain_35,feature_domain_36,feature_domain_37,preds,next_action
1637779140,1.5525200000000001,1.5525200000000001,1.5525200000000001,1.5525200000000001,1.5525200000000001,122.5,1,2021-11-24 18:39:00,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,123.5,-121.5,0.008163265,122.5,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,123.5,-121.5,0.008163265,122.5,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,123.5,-121.5,0.008163265,122.5,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,123.5,-121.5,0.008163265,122.5,123.5,121.5,122.5,122.5,123.5,121.5,122.5,122.5,123.5,121.5,122.5,122.5,123.5,121.5,122.5,122.5,1.0022833180048547,1.0027133185778343,1.0023860034531218,1.0019665648466467,1.0010645395077014,1.0013759006080771,1.0025020916348426,1.0040505711042311,1.0057587658968106,1.0074792820748295,1.0121490790146224,1.0153059288202806,1.0178750681975397,14.415584415583837,40.97194784670045,51.48722245496436,57.033968516984174,49.612491452017316,51.16938694267514,46.42524018281875,45.917934532042416,0.0036908782937789954,0.003888883356533861,0.0008768266880580862,0.0010632043842932377,-0.001421947656999737,0.0005091091878095533,-0.0009716672136317328,-0.0022044410167422197,-0.002915751480354168,-0.0027748516225174487,-0.00701000332591406,0.003017088219142705,0.005238178486561385,-0.0004378058202421098,0.0030365287953380005,-0.01936608597885281,-0.027724372021367905,-0.07254830000000001,buy
1637779200,1.55318,1.5532700000000002,1.5522200000000002,1.5522200000000002,1.55316,638.60148358,3,2021-11-24 18:40:00,1.0,0.9993819132360704,1.0000579456341183,0.9993819132360704,1.9993819,0.0006180868,1.0006184999999999,0.9993818999999999,2.000058,-5.7945635e-05,0.99994206,1.0000579,1.9993819,0.0006180868,1.0006184999999999,0.9993818999999999,639.6015,-637.6015,0.0015659218,638.6015,1.9993819,-0.0006180868,0.9993818999999999,0.9993818999999999,1.9994398000000002,-0.0006760324,0.999324,0.99943984,1.9987637999999999,0.0,1.0,0.9987642,639.6009,-637.6021,0.001564954,638.2068,2.000058,5.7945635e-05,1.0000579,1.0000579,1.9994398000000002,0.0006760324,1.0006764000000001,0.99943984,1.9994398000000002,0.0006760324,1.0006764000000001,0.99943984,639.60156,-637.60144,0.0015660125,638.6385,1.9993819,-0.0006180868,0.9993818999999999,0.9993818999999999,1.9987637999999999,0.0,1.0,0.9987642,1.9994398000000002,-0.0006760324,0.999324,0.99943984,639.6009,-637.6021,0.001564954,638.2068,639.6015,637.6015,638.6015,638.6015,639.6009,637.6021,638.99646,638.2068,639.60156,637.60144,638.56445,638.6385,639.6009,637.6021,638.99646,638.2068,1.0016169720150077,1.0021340619305308,1.0018715419715127,1.0014883094166689,1.0006281722404262,1.000939465229877,1.0020581834799274,1.0035988830150546,1.005300677634282,1.0070163447979459,1.0116784372028271,1.0148333064260766,1.0174022835132963,17.932752179327522,31.65599268069552,52.14876033057861,56.50058714980703,49.98302975449714,51.8279246794872,46.51189866343781,46.04559371426465,0.0036011889238633265,0.0038840341426234046,0.0007105274164361838,0.001080129063063125,-0.0015219236023515995,0.0004251152964214189,0.0009344409143343668,-0.0005469649878059314,-0.0024918757144876125,-0.003106506976803813,-0.006587868089134474,0.0018770923774567017,0.005860905493708435,-1.931483830264203e-05,0.004722229409786172,-0.01892441603395778,-0.02686615791386293,0.4667075,buy
1637779200,1.55318,1.5532700000000002,1.5522200000000002,1.5522200000000002,1.55316,638.60148358,3,2021-11-24 18:40:00,1.0,0.9993819132360704,1.0000579456341183,0.9993819132360704,1.9993818998336792,0.0006180867785587907,1.0006184577941897,0.9993818998336792,2.0000579357147217,-5.794563548988663e-05,0.9999420642852784,1.0000579357147217,1.9993818998336792,0.0006180867785587907,1.0006184577941897,0.9993818998336792,639.6015014648438,-637.6015014648438,0.0015659218188375235,638.6015014648438,1.9993818998336792,-0.0006180867785587907,0.9993818998336792,0.9993818998336792,1.9994398355484009,-0.0006760323885828258,0.9993240237236024,0.9994398355484008,1.9987637996673584,0.0,1.0,0.9987642168998718,639.6008911132812,-637.6021118164062,0.0015649539418518545,638.206787109375,2.0000579357147217,5.794563548988663e-05,1.0000579357147217,1.0000579357147217,1.9994398355484009,0.0006760323885828258,1.0006763935089111,0.9994398355484008,1.9994398355484009,0.0006760323885828258,1.0006763935089111,0.9994398355484008,639.6015625,-637.6014404296875,0.0015660125063732266,638.6384887695312,1.9993818998336792,-0.0006180867785587907,0.9993818998336792,0.9993818998336792,1.9987637996673584,0.0,1.0,0.9987642168998718,1.9994398355484009,-0.0006760323885828258,0.9993240237236024,0.9994398355484008,639.6008911132812,-637.6021118164062,0.0015649539418518545,638.206787109375,639.6015014648438,637.6015014648438,638.6015014648438,638.6015014648438,639.6008911132812,637.6021118164062,638.9964599609375,638.206787109375,639.6015625,637.6014404296875,638.564453125,638.6384887695312,639.6008911132812,637.6021118164062,638.9964599609375,638.206787109375,1.0016169720150077,1.0021340619305308,1.0018715419715127,1.0014883094167208,1.000628185634998,1.000940317545048,1.002064982337042,1.003622517020501,1.0053549116308664,1.0071145057927249,1.0119640253413449,1.015303396122817,1.0180576352336626,17.932752179327522,31.65599268069552,52.14876033057861,56.50058714980703,49.98302975449714,51.8279246794872,46.51189866343781,46.04559371426465,0.003601439392564817,0.0038856323009755257,0.0007105306408345074,0.0010801306144253842,-0.0015219235968845124,0.0004251152964214189,0.0009344409143343668,-0.0005469649878059314,-0.0024918757144876125,-0.003106506976803813,-0.006587868089134474,0.0018770923774567017,0.005860905493708435,-1.931483830264203e-05,0.004722229409786172,-0.01892441603395778,-0.02686615791386293,0.4666725695133209,buy
1637779260,1.55082,1.55082,1.55082,1.55082,1.55082,173.64012273,1,2021-11-24 18:41:00,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,174.64012145996094,-172.64012145996094,0.0057590375654399395,173.64012145996094,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,174.64012145996094,-172.64012145996094,0.0057590375654399395,173.64012145996094,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,174.64012145996094,-172.64012145996094,0.0057590375654399395,173.64012145996094,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,174.64012145996094,-172.64012145996094,0.0057590375654399395,173.64012145996094,174.64012145996094,172.64012145996094,173.64012145996094,173.64012145996094,174.64012145996094,172.64012145996094,173.64012145996094,173.64012145996094,174.64012145996094,172.64012145996094,173.64012145996094,173.64012145996094,174.64012145996094,172.64012145996094,173.64012145996094,173.64012145996094,1.002734580620452,1.0034140470897543,1.0032428002231322,1.00290973817142,1.0021139656997984,1.0024352280867386,1.003558930597153,1.0051142329519225,1.0068451824429032,1.0086044015834,1.0134572871630507,1.0168018108831314,1.0195616412366484,15.635179153094525,29.13684210526339,49.724192277383935,53.91006842619757,47.53267237494377,51.22253019204122,46.267343015310495,45.8022422348833,0.0034752690283091155,0.0038607789797190572,0.0004829115972649026,0.0010872438365860156,-0.0017320356550109054,-0.0015194632946599065,-0.001094993945327527,-0.0005864422289959537,-0.0032970211125035176,-0.0046084724005134295,-0.008097321360042929,-0.0007603092783504684,0.004332536768277384,-0.002816358024691268,0.0031955908608689576,-0.02035943274059571,-0.028612590040714037,-0.15462630987167358,buy
1637779260,1.55082,1.55082,1.55029,1.55029,1.55035,1413.23702273,3,2021-11-24 18:41:00,1.0,0.9996582453153816,1.0,0.9996582453153816,1.9996582269668581,0.00034175469772890216,1.0003418922424316,0.999658226966858,2.0,0.0,1.0,1.0,1.9996582269668581,0.00034175469772890216,1.0003418922424316,0.999658226966858,1414.237060546875,-1412.237060546875,0.0007075953762978315,1413.237060546875,1.9996582269668581,-0.00034175469772890216,0.999658226966858,0.999658226966858,1.9996582269668581,-0.00034175469772890216,0.999658226966858,0.999658226966858,1.999316453933716,0.0,1.0,0.99931663274765,1414.2366943359375,-1412.2373046875,0.000707353581674397,1412.7540283203125,2.0,0.0,1.0,1.0,1.9996582269668581,0.00034175469772890216,1.0003418922424316,0.999658226966858,1.9996582269668581,0.00034175469772890216,1.0003418922424316,0.999658226966858,1414.237060546875,-1412.237060546875,0.0007075953762978315,1413.237060546875,1.9996582269668581,-0.00034175469772890216,0.999658226966858,0.999658226966858,1.999316453933716,0.0,1.0,0.99931663274765,1.9996582269668581,-0.00034175469772890216,0.999658226966858,0.999658226966858,1414.2366943359375,-1412.2373046875,0.000707353581674397,1412.7540283203125,1414.237060546875,1412.237060546875,1413.237060546875,1413.237060546875,1414.2366943359375,1412.2373046875,1413.72021484375,1412.7540283203125,1414.237060546875,1412.237060546875,1413.237060546875,1413.237060546875,1414.2366943359375,1412.2373046875,1413.72021484375,1412.7540283203125,1.002734580620452,1.0034140470897543,1.0032428002231322,1.0029097381713918,1.0021139584166794,1.0024347646517549,1.0035552338094589,1.0051013822773145,1.0068156934320642,1.00855102785435,1.0133020024294392,1.0165462058929848,1.0192053024970666,15.635179153094525,29.13684210526339,49.724192277383935,53.91006842619757,47.53267237494377,51.22253019204122,46.267343015310495,45.8022422348833,0.0034752002392349586,0.003860413509122393,0.00048291057693255606,0.001086213692025398,-0.0017320356573163765,-0.0015194632946599065,-0.001094993945327527,-0.0005864422289959537,-0.0032970211125035176,-0.0046084724005134295,-0.008097321360042929,-0.0007603092783504684,0.004332536768277384,-0.002816358024691268,0.0031955908608689576,-0.02035943274059571,-0.028612590040714037,0.15915268659591675,buy
1637779320,1.55029,1.55029,1.55029,1.55029,0.0,0.0,0,2021-11-24 18:42:00,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0026790210006942,1.0035054849810765,1.0034238522749759,1.0031418088007358,1.002414350535679,1.0027455666020342,1.003864690291192,1.0054073864681887,1.0071186570833894,1.0088518879049972,1.0136012015747575,1.0168469595869485,1.0195086131842397,16.961130742049438,23.92638036809818,50.06943066851817,54.857427055702885,45.308871342312976,51.18706103472153,46.46213248976553,45.681872506297466,0.0033454267536825733,0.0038317147952871603,0.00026097847117874346,0.0010912022992076943,-0.0019148077981414704,-0.00034175468461850045,-0.0018606986955794767,-0.0014363744106355991,-0.0024066459463459857,-0.00494865211810025,-0.007185352639432319,0.00019354963580409112,0.0026711336472291514,-0.005184904740209384,0.0031058111019806045,-0.01924451670451888,-0.029406608817600155,-0.16886676847934726,buy
1637779320,1.55029,1.55029,1.55029,1.55029,0.0,0.0,0,2021-11-24 18:42:00,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0026790210006942,1.0035054849810765,1.003423852274976,1.0031418088007318,1.0024143496093296,1.002745507657166,1.0038642200922014,1.0054057519750206,1.0071149063396956,1.0088450992345075,1.0135814507177878,1.0168144488727011,1.019463290020046,16.961130742049438,23.92638036809818,50.06943066851817,54.857427055702885,45.308871342312976,51.18706103472153,46.46213248976553,45.681872506297466,0.003345528619910176,0.0038323865604349226,0.0002609797610090596,0.00109069539757084,-0.001914807796108461,-0.00034175468461850045,-0.0018606986955794767,-0.0014363744106355991,-0.0024066459463459857,-0.00494865211810025,-0.007185352639432319,0.00019354963580409112,0.0026711336472291514,-0.005184904740209384,0.0031058111019806045,-0.01924451670451888,-0.029406608817600155,-0.16886435449123385,buy
1637779380,1.55029,1.55029,1.55029,1.55029,0.0,0.0,0,2021-11-24 18:43:00,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0023322232412366,1.0032707331386812,1.0032692365977909,1.0030347872591625,1.0023728725281391,1.0027139728120948,1.0038308838034409,1.005368411718587,1.007073927494601,1.0088014149253983,1.013534462467888,1.0167678938901192,1.0194183721824763,20.512820512820387,23.21981424148595,50.06943066851817,54.857427055702885,46.041297935103216,51.44660966394909,46.662928960216796,45.70035868665502,0.003221351080021993,0.003804463420966503,6.209391352573633e-05,0.0010957681323853184,-0.0020408097903359267,0.0,-0.00034175468461850045,-0.0018606986955794767,-0.0009279964942355834,-0.0041880512072765,-0.0053125621563356856,-0.0020470301969139912,0.0026711336472291514,-0.0043095696852921694,0.003768282970857185,-0.018095334608514986,-0.029272904874017014,-0.184041514992714,buy
1637779380,1.55027,1.55111,1.55027,1.55111,1.55029,32.902029999999996,3,2021-11-24 18:43:00,1.0,1.0005418410986473,1.0005418410986473,1.0,2.0005419254302983,-0.000541841087397188,0.9994584321975708,1.0005418062210083,2.0005419254302983,-0.000541841087397188,0.9994584321975708,1.0005418062210083,2.0,0.0,1.0,1.0,33.90203094482422,-31.90203094482422,0.030393261462450024,32.90203094482422,2.0005419254302983,0.000541841087397188,1.0005418062210083,1.0005418062210083,2.0010836124420166,0.0,1.0,1.0010839700698853,2.0005419254302983,0.000541841087397188,1.0005418062210083,1.0005418062210083,33.902572631835945,-31.90148735046387,0.030409729108214382,32.919857025146484,2.0005419254302983,0.000541841087397188,1.0005418062210083,1.0005418062210083,2.0010836124420166,0.0,1.0,1.0010839700698853,2.0005419254302983,0.000541841087397188,1.0005418062210083,1.0005418062210083,33.902572631835945,-31.90148735046387,0.030409729108214382,32.919857025146484,2.0,0.0,1.0,1.0,2.0005419254302983,-0.000541841087397188,0.9994584321975708,1.0005418062210083,2.0005419254302983,-0.000541841087397188,0.9994584321975708,1.0005418062210083,33.90203094482422,-31.90203094482422,0.030393261462450024,32.90203094482422,33.90203094482422,31.90203094482422,32.90203094482422,32.90203094482422,33.902572631835945,31.90148735046387,32.884212493896484,32.919857025146484,33.902572631835945,31.90148735046387,32.884212493896484,32.919857025146484,33.90203094482422,31.90203094482422,32.90203094482422,32.90203094482422,1.0023434842833328,1.0032828123729394,1.0032815971651818,1.0030472879347376,1.0023855824879662,1.002726760623162,1.0038437229085164,1.0053812928413224,1.0070868454295585,1.0088143657352555,1.013547493420242,1.0167809754713306,1.0194314939038371,20.48364153627313,23.199292973928394,50.049573666468476,54.83924428239979,46.03043529550553,51.44149517844717,46.66074890793994,45.69867750657569,0.003221141429940548,0.003805094976743704,6.144657349915625e-05,0.0010952268979984633,-0.0020420308939827,-1.2900812106031445e-05,-0.00035465108781163046,-0.001873575503161251,-0.0009408853344331504,-0.0042008979901208,-0.005325394432075581,-0.0020599046006680717,0.00265819837532999,-0.004322414900449489,0.003755333544840589,-0.01810800197610929,-0.029285428041877507,-0.6610816121101379,buy
1637779440,1.55111,1.55111,1.55111,1.55111,0.0,0.0,0,2021-11-24 18:44:00,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0015675721142898,1.002556031664764,1.002614616370287,1.0024187915185157,1.00181108569515,1.0021586539359053,1.0032716240639097,1.0048034205170302,1.006503783862459,1.008227210326851,1.012953637369706,1.0161854023751404,1.0188358527818844,24.966442953019925,24.50043440486495,50.867953969182814,55.4593004249755,46.559981310594566,51.843569866825675,46.666978091278565,45.832950304278285,0.003116110281315929,0.0037849065876470133,-8.955513239662367e-05,0.0011037381583639278,-0.0020706295553007507,0.0005418410986472999,0.000528933296350953,0.00018699784630049618,-0.0009082008605363344,-0.0038213042528869594,-0.004786438850998054,-0.003014526288726116,0.002864199446556359,-0.0037829158638407186,0.00480666455052492,-0.0180672933877758,-0.0283944276014132,-0.21250280737876887,buy
