date,open,close,low,high,vwap,volume,preds
2021-11-30 15:50:00,1.61304,1.61064,1.61064,1.61304,1.6118299999999999,158.43004036,1.6172298
2021-11-30 15:51:00,1.61093,1.61093,1.61093,1.61093,1.61093,1098.60759042,0.16640824
2021-11-30 15:51:00,1.61093,1.61089,1.61089,1.61359,1.61095,6196.72480042,0.17877140641212466
2021-11-30 15:52:00,1.61089,1.61089,1.61089,1.61089,0.0,0.0,0.14937655627727509
2021-11-30 15:52:00,1.61089,1.61089,1.61089,1.61089,0.0,0.0,0.14936190843582153
2021-11-30 15:53:00,1.61089,1.61089,1.61089,1.61089,0.0,0.0,0.0369495190680027
2021-11-30 15:53:00,1.61614,1.61496,1.61496,1.6206200000000002,1.61609,13895.80848082,0.7440829277038574
2021-11-30 15:54:00,1.61455,1.61064,1.61064,1.61455,1.61231,214.28834236,2.3610787391662598
2021-11-30 15:54:00,1.61455,1.60338,1.60338,1.61455,1.60466,1997.91002203,6.503034591674805
2021-11-30 15:55:00,1.60107,1.59869,1.59869,1.60107,1.60059,99.74783573,1.3515229225158691
2021-11-30 15:55:00,1.60107,1.59048,1.59048,1.60107,1.59425,745.78314317,6.0762128829956055
2021-11-30 15:56:00,1.59555,1.59555,1.59555,1.59555,1.59555,527.44458,-0.23054683208465576
2021-11-30 15:56:00,1.59555,1.59829,1.59555,1.59904,1.5967,1113.11871244,-1.7438085079193115
2021-11-30 15:57:00,1.60106,1.60381,1.60106,1.60381,1.60141,701.7688626,-1.834404468536377
2021-11-30 15:57:00,1.60106,1.60378,1.60106,1.60381,1.6015700000000002,752.45951059,-1.8180456161499023
2021-11-30 15:58:00,1.60378,1.60378,1.60378,1.60378,0.0,0.0,-0.3252416253089905
2021-11-30 15:58:00,1.60378,1.60378,1.60378,1.60378,0.0,0.0,-0.3252477645874023
2021-11-30 15:59:00,1.60378,1.60378,1.60378,1.60378,0.0,0.0,-0.2700191140174866
2021-11-30 15:59:00,1.59631,1.59084,1.59084,1.59631,1.5909799999999998,5171.14305019,2.7994141578674316
2021-11-30 16:00:00,1.59181,1.59181,1.59181,1.59181,1.59181,12549.41125303,-0.3999573290348053
2021-11-30 16:00:00,1.59181,1.60142,1.59181,1.60142,1.59256,14469.21733751,-5.71406888961792
2021-11-30 16:01:00,1.60039,1.59771,1.59771,1.60039,1.59994,374.65424,1.167076587677002
2021-11-30 16:02:00,1.5939299999999998,1.59156,1.59156,1.5939299999999998,1.59241,553.60651623,0.94199138879776
2021-11-30 16:02:00,1.5939299999999998,1.5821,1.5821,1.5939299999999998,1.58959,958.67995737,6.4107422828674325
2021-11-30 16:03:00,1.58263,1.58263,1.58263,1.58263,1.58263,1123.4002,-0.5948321223258972
2021-11-30 16:03:00,1.58263,1.59121,1.58263,1.5919,1.5889799999999998,6003.1594448,-5.371367454528809
2021-11-30 16:04:00,1.59355,1.59665,1.59355,1.59665,1.59525,916.65858772,-2.225522518157959
2021-11-30 16:04:00,1.59355,1.59605,1.59355,1.59901,1.59638,8476.23869321,-1.907747507095337
2021-11-30 16:05:00,1.59369,1.59369,1.59369,1.59369,1.59369,15.42358984,-0.5148769617080688
2021-11-30 16:05:00,1.59369,1.59369,1.59369,1.59369,1.59369,15.42358984,-0.5148769021034241
2021-11-30 16:06:00,1.59904,1.59904,1.59904,1.59904,1.59904,80.22435054,-0.468876302242279
2021-11-30 16:06:00,1.59904,1.59904,1.59904,1.59904,1.59904,80.22435054,-0.4688847661018371
2021-11-30 16:07:00,1.59801,1.59801,1.59801,1.59801,1.59801,5220.441,-0.4486393928527832
2021-11-30 16:07:00,1.59801,1.59156,1.59156,1.59801,1.59791,5300.66535054,3.270715713500977
2021-11-30 16:08:00,1.59381,1.59488,1.59381,1.59488,1.59415,51.47877,-1.1123288869857788
2021-11-30 16:08:00,1.59381,1.5948799999999999,1.59381,1.5948799999999999,1.59415,51.478770000000004,-1.1123389005661009
2021-11-30 16:09:00,1.5948799999999999,1.5948799999999999,1.5948799999999999,1.5948799999999999,0.0,0.0,-0.4705094397068024
2021-11-30 16:09:00,1.59224,1.59224,1.59224,1.59224,1.59224,547.19599148,-0.5003699064254761
2021-11-30 16:10:00,1.59315,1.59315,1.59315,1.59315,1.59315,5124.69,-0.4711529612541199
2021-11-30 16:10:00,1.59315,1.59315,1.59315,1.59315,1.59315,5124.69,-0.4711529016494751
2021-11-30 16:11:00,1.59315,1.59315,1.59315,1.59315,0.0,0.0,-0.5003907084465027
2021-11-30 16:11:00,1.59315,1.59315,1.59315,1.59315,0.0,0.0,-0.5003906488418579
2021-11-30 16:12:00,1.59156,1.58919,1.58919,1.59156,1.59091,297.81964119,0.904626190662384
2021-11-30 16:12:00,1.59156,1.5868200000000001,1.5868200000000001,1.59156,1.5899299999999998,393.79357623,2.276757001876831
